,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,torque,horsepower,fuel_capacity,dimension,wheelbase,front_tire_size,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,mile_per_gallon,engine_text,drive_type_text,transmission_text,color_ext_int,prior_use,keys
130,2013 Toyota RAV4 LE,"$17,998*",92K miles,10 year(s),No Accidents or Damage Reported,Null,12 Service Record(s) Reported,172 torque@4000rpm,176 horsepower@6000rpm,15.9 gal,"179.9"" L x 72.6"" W x 65.4"" H","104.7""",P225/65R17,"42.6""","39.8""",Null,"3,435 lbs",Null,24 city/31 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Tan/Tan,None,2']
131,2020 Chevrolet Equinox LT,"$20,998*",48K miles,3 year(s),,Null,5 Service Record(s) Reported,203 torque@2000-4000rpm,170 horsepower@5600rpm,14.9 gal,"183.1"" L x 72.6"" W x 65.4"" H","107.3""",P225/65R17,"40.9""","40""",Null,"3,325 lbs",Null,26 city/31 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,White/Gray,None,2']
132,2017 Jeep Renegade Sport,"$19,998*",60K miles,6 year(s),No Accidents or Damage Reported,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,24 city/31 hwy,"4-cyl, Gas, 2.4L",Four Wheel Drive,Automatic,Green/Black,None,2']
133,2018 Honda Pilot EX-L,"$27,998*",66K miles,5 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,262 torque@4700rpm,280 horsepower@6000rpm,19.5 gal,"194.5"" L x 78.6"" W x 69.8"" H","111""",P245/60HR18,"40.9""","39.5""",16.5 cu ft,"4,288 lbs","3,500/3,500 lbs",18 city/26 hwy,"6-cyl, Gas, 3.5L",All Wheel Drive,Automatic,Silver/Gray,None,2']
134,2018 Nissan Kicks SV,"$17,998*",84K miles,5 year(s),,Null,1 Service Record(s) Reported,115 torque@4000rpm,125 horsepower@5800rpm,10.8 gal,"169.1"" L x 69.3"" W x 62.4"" H","103.1""",P205/55HR17,"43.7""","40.7""",25.3 cu ft,"2,654 lbs",Null,31 city/36 hwy,"4-cyl, Gas, 1.6L",Front Wheel Drive,Automatic,White/Black,None,2']
135,2019 Mazda CX-5 Grand Touring,"$26,998*",49K miles,4 year(s),,Null,,186 torque@4000rpm,187 horsepower@6000rpm,15.3 gal,"179.1"" L x 72.5"" W x 65.3"" H","106.2""",P225/55VR19,"41""","39.3""",30.9 cu ft,"3,679 lbs","2,000/2,000 lbs",24 city/30 hwy,"4-cyl, Gas, 2.5L",All Wheel Drive,Automatic,Red/Black,None,2']
136,2020 Ford EcoSport S,"$18,998*",38K miles,3 year(s),No Accidents or Damage Reported,Null,,125 torque@6000rpm,123 horsepower@6000rpm,13.6 gal,"161.3"" L x 69.5"" W x 64.8"" H","99.2""",P205/60HR16,"42.9""","39.6""",20.9 cu ft,"3,020 lbs","1,400/1,400 lbs",27 city/29 hwy,"3-cyl, Turbo Gas, 1.0L",Front Wheel Drive,Automatic,White/Black,None,2']
137,2016 Toyota RAV4 LE,"$19,998*",97K miles,7 year(s),,Null,,172 torque@4100rpm,176 horsepower@6000rpm,15.9 gal,"181.1"" L x 72.6"" W x 65.5"" H","104.7""",P225/65HR17,"42.6""","39.8""",38.4 cu ft,"3,570 lbs","1,500/1,500 lbs",22 city/29 hwy,"4-cyl, Gas, 2.5L",All Wheel Drive,Automatic,Gray/Black,None,2']
138,2020 Hyundai Tucson SE,"$21,998*",55K miles,3 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,150 torque@4700rpm,161 horsepower@6200rpm,16.4 gal,"176.4"" L x 72.8"" W x 64.8"" H","105.1""",P225/60HR17,"41.5""","39.6""",31 cu ft,"3,455 lbs","1,000/1,000 lbs",22 city/25 hwy,"4-cyl, Gas, 2.0L",All Wheel Drive,Automatic,White/Black,None,2']
139,2017 Nissan Rogue Sport SV,"$20,998*",53K miles,6 year(s),,Null,4 Service Record(s) Reported,147 torque@4400rpm,141 horsepower@6000rpm,14.5 gal,"172.4"" L x 72.3"" W x 63.3"" H","104.2""",P215/60HR17,"42.8""","39.6""",22.9 cu ft,"3,380 lbs",Null,24 city/30 hwy,"4-cyl, Gas, 2.0L",All Wheel Drive,Automatic,Gray/Black,None,2']
140,2019 Ford Edge SEL,"$23,998*",62K miles,4 year(s),No Accidents or Damage Reported,Null,,280 torque@3000rpm,250 horsepower@5500rpm,18.5 gal,"188.8"" L x 75.9"" W x 68.3"" H","112.2""",P245/60HR18,"42.6""","40.2""",39.2 cu ft,"4,124 lbs","1,500/1,500 lbs",21 city/28 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Blue/Black,None,2']
141,2018 Chevrolet Equinox LT,"$23,998*",31K miles,5 year(s),,Null,,260 torque@2500-4500rpm,252 horsepower@5500rpm,15.6 gal,"183.10"" L x 72.60"" W x 65.40"" H","107.30""",P225/60R18,"40.90""","40.00""",Null,"3,610 lbs",Null,22 city/28 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Silver/Black,None,2']
142,2018 Ford Escape SE,"$19,998*",63K miles,5 year(s),No Accidents or Damage Reported,Null,,177 torque@2500rpm,179 horsepower@6000rpm,15.7 gal,"178.1"" L x 72.4"" W x 66.3"" H","105.9""",P235/55HR17,"43.1""","39.9""",34.3 cu ft,"3,668 lbs","2,000/2,000 lbs",22 city/28 hwy,"4-cyl, Turbo Gas, 1.5L",Four Wheel Drive,Automatic,Maroon/Gray,None,2']
143,2018 Ford Edge SE,"$20,998*",56K miles,5 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,275 torque@3000rpm,245 horsepower@5500rpm,18 gal,"188.1"" L x 75.9"" W x 68.6"" H","112.2""",P245/60HR18,"42.6""","40.2""",39.2 cu ft,"4,095 lbs","1,500/1,500 lbs",20 city/27 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Gray/Black,None,2']
144,2019 Nissan Rogue S,"$21,998*",43K miles,4 year(s),No Accidents or Damage Reported,Null,,175 torque@4400rpm,170 horsepower@6000rpm,14.5 gal,"184.5"" L x 72.4"" W x 68"" H","106.5""",P225/65HR17,"43""","41.6""",39.3 cu ft,"3,454 lbs","1,102/1,102 lbs",26 city/33 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Black/Black,None,2']
145,2020 Ford Escape SE,"$21,998*",38K miles,3 year(s),No Accidents or Damage Reported,Null,,177,180,14.7 gal,"180.5"" L x 74.1"" W x 66.1"" H","106.7""",P225/65HR17,"42.4""","40""",37.5 cu ft,"3,464 lbs","2,000/2,000 lbs",26 city/31 hwy,"3-cyl, Turbo Gas, 1.5L",All Wheel Drive,Automatic,Blue/Black,None,2']
146,2019 Volkswagen Atlas SE,"$28,998*",59K miles,4 year(s),No Accidents or Damage Reported,Null,,266 torque@2750rpm,276 horsepower@6200rpm,18.6 gal,"198.3"" L x 78.3"" W x 70"" H","117.3""",P245/60HR18,"41.5""","41.3""",20.6 cu ft,"4,502 lbs",Null,17 city/23 hwy,"6-cyl, Gas, 3.6L",All Wheel Drive,Automatic,White/Tan,None,2']
147,2014 Ford Escape SE,"$14,998*",104K miles,9 year(s),,Null,1 Service Record(s) Reported,184 torque@2500rpm,173 horsepower@5700rpm,15.1 gal,"178.1"" L x 72.4"" W x 66.3"" H","105.9""",P235/55HR17,"43.1""","39.9""",34.3 cu ft,"3,645 lbs","2,000/2,000 lbs",22 city/30 hwy,"4-cyl, Turbo Gas, 1.6L",Four Wheel Drive,Automatic,White/Gray,None,2']
148,2020 Nissan Rogue S,"$22,998*",24K miles,3 year(s),No Accidents or Damage Reported,Null,,175 torque@4400rpm,170 horsepower@6000rpm,14.5 gal,"184.5"" L x 72.4"" W x 68"" H","106.5""",P225/65HR17,"43""","41.6""",39.3 cu ft,"3,464 lbs","1,102/1,102 lbs",26 city/33 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,White/Black,None,2']
149,2014 Ford Escape Titanium,"$16,998*",79K miles,9 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,184 torque@2500rpm,173 horsepower@5700rpm,15.1 gal,"178.1"" L x 72.4"" W x 66.3"" H","105.9""",P235/50HR18,"43.1""","39.9""",34.3 cu ft,"3,502 lbs","2,000/2,000 lbs",23 city/32 hwy,"4-cyl, Turbo Gas, 1.6L",Front Wheel Drive,Automatic,Pearl/Tan,None,2']
150,2016 Volvo XC90 T6 Momentum,"$24,998*",89K miles,7 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,295 torque@2200rpm,316 horsepower@5700rpm,18.8 gal,"194.8"" L x 79.1"" W x 69.9"" H","117.5""",P235/60HR19,"40.9""","38.9""",12.6 cu ft,"4,394 lbs","5,000/5,000 lbs",20 city/25 hwy,"4-cyl, Turbo Supercharged, 2.0L",All Wheel Drive,Automatic,Black/Black,None,2']
151,2013 Ford Edge Limited,"$18,998*",75K miles,10 year(s),No Accidents or Damage Reported,Null,,253 torque@4000rpm,285 horsepower@6500rpm,19.2 gal,"184.200"" L x 76.000"" W x 67.000"" H","111.200""",P245/60R18,"40.700""","40.000""",Null,"4,234 lbs",Null,18 city/25 hwy,"6-cyl, Gas, 3.5L",All Wheel Drive,Automatic,Red/Black,None,2']
152,2017 Ford Escape Titanium,"$19,998*",66K miles,6 year(s),No Accidents or Damage Reported,Null,,177 torque@2500rpm,179 horsepower@6000rpm,15.7 gal,"178.1"" L x 72.4"" W x 66.3"" H","105.9""",P235/50HR18,"43.1""","39.9""",34.3 cu ft,"3,502 lbs","2,000/2,000 lbs",23 city/30 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,Black/Black,None,2']
153,2018 Jeep Renegade Altitude,"$19,998*",63K miles,5 year(s),,Null,11 Service Record(s) Reported,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,22 city/30 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,White/Black,None,2']
154,2018 Toyota RAV4 XLE,"$23,998*",60K miles,5 year(s),No Accidents or Damage Reported,Null,,172 torque@4100rpm,176 horsepower@6000rpm,15.9 gal,"181.1"" L x 72.6"" W x 65.9"" H","104.7""",P225/65HR17,"42.6""","38.9""",38.4 cu ft,"3,485 lbs","1,500/1,500 lbs",23 city/30 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,White/Black,None,2']
155,2019 Honda CR-V EX-L,"$29,998*",25K miles,4 year(s),No Accidents or Damage Reported,Null,,179 torque@2000rpm,190 horsepower@5600rpm,14 gal,"180.6"" L x 73"" W x 66.5"" H","104.7""",P235/60HR18,"41.3""","38""",39.2 cu ft,"3,492 lbs",Null,27 city/33 hwy,"4-cyl, Turbo Gas, 1.5L",All Wheel Drive,Automatic,Red/Gray,None,2']
156,2020 Honda CR-V EX,"$28,998*",38K miles,3 year(s),No Accidents or Damage Reported,Null,,179 torque@2000rpm,190 horsepower@5600rpm,14 gal,"182.1"" L x 73"" W x 66.5"" H","104.7""",P235/60HR18,"41.3""","38""",39.2 cu ft,"3,521 lbs","1,500/1,500 lbs",27 city/32 hwy,"4-cyl, Turbo Gas, 1.5L",All Wheel Drive,Automatic,White/Gray,None,2']
157,2020 Toyota Highlander XLE,"$34,998*",42K miles,3 year(s),No Accidents or Damage Reported,Null,,263 torque@4700rpm,295 horsepower@6600rpm,17.9 gal,"194.9"" L x 76"" W x 68.1"" H","112.2""",P235/65SR18,"40.4""","38.4""",16 cu ft,"4,195 lbs","5,000/5,000 lbs",21 city/29 hwy,"6-cyl, Gas, 3.5L",Front Wheel Drive,Automatic,Gray/Black,None,2']
158,2020 Mazda CX-9 Touring,"$30,998*",32K miles,3 year(s),No Accidents or Damage Reported,Null,6 Service Record(s) Reported,310 torque@2000rpm,227 horsepower@5000rpm,19 gal,"199.4"" L x 77.5"" W x 67.6"" H","115.3""",P255/60HR18,"41""","39.3""",14.4 cu ft,"4,225 lbs","3,500/3,500 lbs",22 city/28 hwy,"4-cyl, Turbo Gas, 2.5L",Front Wheel Drive,Automatic,Gray/Black,None,2']
159,2019 Nissan Rogue SV,"$23,998*",27K miles,4 year(s),,Null,,175 torque@4400rpm,170 horsepower@6000rpm,14.5 gal,"184.5"" L x 72.4"" W x 68"" H","106.5""",P225/65HR17,"43""","41.6""",39.3 cu ft,"3,488 lbs","1,102/1,102 lbs",26 city/33 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Red/Black,None,2']
160,2020 Nissan Rogue SL,"$27,998*",23K miles,3 year(s),No Accidents or Damage Reported,Null,,175 torque@4400rpm,170 horsepower@6000rpm,14.5 gal,"184.5"" L x 72.4"" W x 68"" H","106.5""",P225/55VR19,"43""","41.6""",39.3 cu ft,"3,551 lbs","1,102/1,102 lbs",26 city/33 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Gray/Black,None,2']
161,2017 Kia Sorento LX,"$18,998*",53K miles,6 year(s),,Null,9 Service Record(s) Reported,178 torque@4000rpm,185 horsepower@6000rpm,18.8 gal,"187.4"" L x 74.4"" W x 66.3"" H","109.4""",P235/65HR17,"44.1""","39.5""",38.8 cu ft,"3,840 lbs","2,000/2,000 lbs",21 city/25 hwy,"4-cyl, Gas, 2.4L",All Wheel Drive,Automatic,White/Black,None,2']
162,2021 Nissan Kicks S,"$20,998*",39K miles,2 year(s),,Null,,114 torque@4000rpm,122 horsepower@6300rpm,10.8 gal,"169.1"" L x 69.3"" W x 62.4"" H","103.1""",P205/60HR16,"43.7""","40.4""",25.3 cu ft,"2,691 lbs",Null,31 city/36 hwy,"4-cyl, Gas, 1.6L",Front Wheel Drive,Automatic,White/Black,None,2']
163,2018 Hyundai Santa Fe Sport,"$17,998*",87K miles,5 year(s),No Accidents or Damage Reported,Null,,178 torque@4000rpm,185 horsepower@6000rpm,17.4 gal,"185"" L x 74"" W x 66.1"" H","106.3""",P235/65TR17,"41.3""","39.6""",35.4 cu ft,"3,794 lbs","1,650/1,650 lbs",20 city/26 hwy,"4-cyl, Gas, 2.4L",All Wheel Drive,Automatic,Silver/Gray,None,2']
164,2020 BMW X5 xDrive40i,"$49,998*",41K miles,3 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,330 torque@1500rpm,335 horsepower@5500rpm,21.9 gal,"194.3"" L x 78.9"" W x 68.7"" H","117.1""",P265/50HR19,"39.8""","40.8""",33.9 cu ft,"4,991 lbs","6,603/6,603 lbs",20 city/26 hwy,"6-cyl, Turbo Gas, 3.0L",All Wheel Drive,Automatic,White/Brown,None,2']
165,2016 Jeep Patriot High Altitude,"$18,998*",52K miles,7 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,165 torque@4400rpm,172 horsepower@6000rpm,13.5 gal,"173.8"" L x 69.2"" W x 66.8"" H","103.7""",P225/60TR17,"40.6""","41""",23 cu ft,"3,331 lbs","1,000/1,000 lbs",20 city/26 hwy,"4-cyl, Gas, 2.4L",Four Wheel Drive,Automatic,White/Black,None,2']
166,2017 BMW X5 M,"$49,998*",57K miles,6 year(s),,Null,6 Service Record(s) Reported,553 torque@2200rpm,567 horsepower@6000rpm,22.4 gal,"192.1"" L x 75"" W x 69.1"" H","115.5""",P285/35YR21,"40.4""","40.5""",35.8 cu ft,"5,260 lbs","5,952/5,952 lbs",14 city/19 hwy,"8-cyl, Turbo Gas, 4.4L",All Wheel Drive,Automatic,Black/Black,None,2']
167,2014 Kia Sorento SX,"$18,998*",86K miles,9 year(s),,Null,30 Service Record(s) Reported,252 torque@5200rpm,290 horsepower@6400rpm,17.4 gal,"184.6"" L x 74.2"" W x 66.9"" H","106.3""",P235/55HR19,"41.3""","39.2""",36.9 cu ft,"3,894 lbs","3,500/3,500 lbs",18 city/24 hwy,"6-cyl, Gas, 3.3L",All Wheel Drive,Automatic,Black/Black,None,2']
168,2019 BMW X3 XDrive30i,"$31,998*",41K miles,4 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,258 torque@1450rpm,248 horsepower@5200rpm,17.2 gal,"185.9"" L x 74.4"" W x 66"" H","112.8""",P225/60HR18,"40.3""","41.1""",28.7 cu ft,"4,156 lbs",Null,22 city/29 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,White/Black,None,2']
169,2020 BMW X3 XDrive30i,"$30,998*",45K miles,3 year(s),No Accidents or Damage Reported,Null,,258 torque@1450rpm,248 horsepower@5200rpm,17.2 gal,"185.9"" L x 74.4"" W x 66"" H","112.8""",P225/60HR18,"40.3""","41.1""",28.7 cu ft,"4,156 lbs",Null,24 city/29 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Black/Black,None,2']
170,2017 Ford Edge SEL,"$19,998*",69K miles,6 year(s),No Accidents or Damage Reported,Null,,275 torque@3000rpm,245 horsepower@5500rpm,18 gal,"188.1"" L x 75.9"" W x 68.6"" H","112.2""",P245/60HR18,"42.6""","40.2""",39.2 cu ft,"3,927 lbs","1,500/1,500 lbs",20 city/29 hwy,"4-cyl, Turbo Gas, 2.0L",Front Wheel Drive,Automatic,Black/Tan,None,2']
171,2014 Hyundai Santa Fe Sport 2.0T,"$19,998*",63K miles,9 year(s),No Accidents or Damage Reported,Null,,269 torque@1750rpm,264 horsepower@6000rpm,17.4 gal,"184.6"" L x 74"" W x 66.1"" H","106.3""",P235/60TR18,"41.3""","39.6""",35.4 cu ft,"3,706 lbs","3,500/3,500 lbs",18 city/24 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,White/Black,None,2']
172,2020 Hyundai Kona Limited,"$24,998*",24K miles,3 year(s),,Null,,195 torque@1500rpm,175 horsepower@5500rpm,13.2 gal,"164"" L x 70.9"" W x 61.6"" H","102.4""",P235/45HR18,"41.5""","38""",19.2 cu ft,"3,256 lbs",Null,26 city/29 hwy,"4-cyl, Turbo Gas, 1.6L",All Wheel Drive,Automatic,White/Black,None,2']
173,2019 Audi Q7 Prestige,"$38,998*",49K miles,4 year(s),No Accidents or Damage Reported,Null,,325 torque@2900rpm,329 horsepower@5300rpm,22.5 gal,"199.6"" L x 77.5"" W x 68.5"" H","117.9""",P285/45HR20,"41.7""","39.9""",14.2 cu ft,"4,729 lbs",Null,19 city/25 hwy,"6-cyl, Supercharged Gas, 3.0L",All Wheel Drive,Automatic,Gray/Black,None,2']
174,2020 Chevrolet Trax LS,"$17,998*",60K miles,3 year(s),No Accidents or Damage Reported,Null,,148 torque@1850rpm,138 horsepower@4900rpm,14 gal,"167.2"" L x 69.9"" W x 64.9"" H","100.6""",P205/70R16,"40.8""","39.6""",Null,"3,124 lbs",Null,26 city/31 hwy,"4-cyl, Turbo Gas, 1.4L",Front Wheel Drive,Automatic,Black/Black,None,2']
175,2018 Nissan Rogue SL,"$17,998*",112K miles,5 year(s),,Null,,175 torque@4400rpm,170 horsepower@6000rpm,14.5 gal,"184.5"" L x 72.4"" W x 68"" H","106.5""",P225/60VR18,"43""","41.6""",39.3 cu ft,"3,541 lbs","1,102/1,102 lbs",26 city/33 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Black/Black,None,2']
176,2019 Buick Enclave Premium,"$35,998*",21K miles,4 year(s),No Accidents or Damage Reported,Null,,266 torque@2800rpm,310 horsepower@6800rpm,22 gal,"204.3"" L x 78.8"" W x 69.9"" H","120.9""",P255/65R18,"41.2""","42.6""",23.6 cu ft,"4,614 lbs",Null,17 city/25 hwy,"6-cyl, Gas, 3.6L",All Wheel Drive,Automatic,Black/Gray,None,2']
177,2018 Mazda CX-9 Touring,"$26,998*",46K miles,5 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,310 torque@2000rpm,227 horsepower@5000rpm,19.5 gal,"199.4"" L x 77.5"" W x 67.6"" H","115.3""",P255/60HR18,"41""","39.3""",14.4 cu ft,"4,361 lbs","3,500/3,500 lbs",20 city/26 hwy,"4-cyl, Turbo Gas, 2.5L",All Wheel Drive,Automatic,Silver/Black,None,2']
178,2017 GMC Acadia SLT,"$22,998*",73K miles,6 year(s),,Null,,271 torque@5000rpm,310 horsepower@6600rpm,19 gal,"193.6"" L x 75.4"" W x 66"" H","112.5""",P235/65R18,"41""","40.3""",12.8 cu ft,"3,956 lbs",Null,18 city/25 hwy,"6-cyl, Gas, 3.6L",Front Wheel Drive,Automatic,Gray/Black,None,2']
179,2016 Toyota RAV4 LE,"$19,998*",94K miles,7 year(s),,Null,,172 torque@4100rpm,176 horsepower@6000rpm,15.9 gal,"181.1"" L x 72.6"" W x 65.5"" H","104.7""",P225/65HR17,"42.6""","39.8""",38.4 cu ft,"3,455 lbs","1,500/1,500 lbs",23 city/30 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,White/Black,None,2']
180,2019 Hyundai Kona SE,"$18,998*",59K miles,4 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,132 torque@4500rpm,147 horsepower@6200rpm,13.2 gal,"164"" L x 70.9"" W x 61"" H","102.4""",P205/60HR16,"41.5""","39.6""",19.2 cu ft,"2,890 lbs",Null,27 city/33 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Blue/Black,None,2']
181,2020 Chevrolet Equinox LT,"$22,998*",28K miles,3 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,203 torque@2000-4000rpm,170 horsepower@5600rpm,14.9 gal,"183.1"" L x 72.6"" W x 65.4"" H","107.3""",P225/65R17,"40.9""","40""",Null,"3,325 lbs",Null,26 city/31 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,Blue/Black,None,2']
182,2016 Honda Pilot EX-L,"$23,998*",97K miles,7 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,262 torque@4700rpm,280 horsepower@6000rpm,19.5 gal,"194.5"" L x 78.6"" W x 69.8"" H","111""",P245/60HR18,"40.9""","39.5""",16.5 cu ft,"4,288 lbs",Null,18 city/26 hwy,"6-cyl, Gas, 3.5L",All Wheel Drive,Automatic,White/Tan,None,2']
183,2019 Mazda CX-9 Grand Touring,"$31,998*",30K miles,4 year(s),,Null,,310 torque@2000rpm,227 horsepower@5000rpm,19.5 gal,"199.4"" L x 77.5"" W x 67.6"" H","115.3""",P255/50VR20,"41""","""",14.4 cu ft,"4,383 lbs","3,500/3,500 lbs",20 city/26 hwy,"4-cyl, Turbo Gas, 2.5L",All Wheel Drive,Automatic,Black/Black,None,2']
184,2019 Ford Edge ST,"$29,998*",46K miles,4 year(s),,Null,4 Service Record(s) Reported,380 torque@3250rpm,335 horsepower@5550rpm,18.5 gal,"188.8"" L x 75.9"" W x 68.3"" H","112.2""",P245/50VR20,"42.6""","40.2""",39.2 cu ft,"4,477 lbs","3,500/3,500 lbs",19 city/26 hwy,"6-cyl, Turbo Gas, 2.7L",All Wheel Drive,Automatic,White/Black,None,2']
185,2020 BMW X5 xDrive40i,"$37,998*",47K miles,3 year(s),No Accidents or Damage Reported,Null,,330 torque@1500rpm,335 horsepower@5500rpm,21.9 gal,"194.3"" L x 78.9"" W x 68.7"" H","117.1""",P265/50HR19,"39.8""","40.8""",33.9 cu ft,"4,991 lbs","6,603/6,603 lbs",20 city/26 hwy,"6-cyl, Turbo Gas, 3.0L",All Wheel Drive,Automatic,Blue/Black,None,2']
186,2019 Mitsubishi Outlander Plug in Hybrid SEL,"$25,998*",32K miles,4 year(s),,Null,,137 torque@4500rpm,117 horsepower@4500rpm,11.3 gal,"184.8"" L x 70.9"" W x 67.3"" H","105.1""",P225/55HR18,"40.9""","40.6""",30.4 cu ft,"4,178 lbs","1,500/1,500 lbs",Null,"4-cyl, Plug-in Hybrid, 2.0L",Four Wheel Drive,Automatic,Silver/Black,None,2']
187,2018 Toyota Highlander XLE,"$32,998*",45K miles,5 year(s),No Accidents or Damage Reported,Null,,263 torque@4700rpm,295 horsepower@6600rpm,19.2 gal,"192.5"" L x 75.8"" W x 68.1"" H","109.8""",P245/60TR18,"44.2""","39.5""",13.8 cu ft,"4,590 lbs","5,000/5,000 lbs",20 city/26 hwy,"6-cyl, Gas, 3.5L",All Wheel Drive,Automatic,Gray/Gray,None,2']
188,2019 Subaru Crosstrek Premium,"$23,998*",55K miles,4 year(s),No Accidents or Damage Reported,Null,,145 torque@4000rpm,152 horsepower@6000rpm,16.6 gal,"175.8"" L x 71"" W x 63.6"" H","104.9""",P225/60HR17,"43.1""","39.8""",20.8 cu ft,"3,186 lbs","1,500/1,500 lbs",27 city/33 hwy,"4-cyl, Gas, 2.0L",All Wheel Drive,Automatic,Silver/Black,None,2']
189,2014 Buick Encore Premium,"$18,998*",58K miles,9 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,148 torque@1850rpm,138 horsepower@4900rpm,14.0 gal,"168.40"" L x 69.90"" W x 65.20"" H","100.60""",P215/55R18,"40.80""","39.60""",Null,"3,309 lbs",Null,23 city/30 hwy,"4-cyl, Turbo Gas, 1.4L",All Wheel Drive,Automatic,Pearl/Gray,None,2']
190,2019 Nissan Rogue Sport S,"$21,998*",50K miles,4 year(s),No Accidents or Damage Reported,Null,,147 torque@4400rpm,141 horsepower@6000rpm,14.5 gal,"172.4"" L x 72.3"" W x 63.3"" H","104.2""",P215/65HR16,"42.8""","39.6""",22.9 cu ft,"3,377 lbs",Null,24 city/30 hwy,"4-cyl, Gas, 2.0L",All Wheel Drive,Automatic,Silver/Black,None,2']
191,2018 Porsche Macan,"$34,998*",56K miles,5 year(s),No Accidents or Damage Reported,Null,,273 torque@1600rpm,252 horsepower@5000rpm,19.8 gal,"184.3"" L x 76.1"" W x 63.9"" H","110.5""",P235/60VR18,"""","""",17.7 cu ft,"3,902 lbs","4,409/4,409 lbs",20 city/25 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Black/Tan,None,2']
192,2019 Chevrolet Equinox LS,"$20,998*",46K miles,4 year(s),No Accidents or Damage Reported,Null,,203 torque@2000-4000rpm,170 horsepower@5600rpm,14.9 gal,"183.10"" L x 72.60"" W x 65.40"" H","107.30""",P225/65R17,"40.90""","40.00""",Null,"3,274 lbs",Null,26 city/32 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,Black/Gray,None,2']
193,2020 Chevrolet Equinox LT,"$26,998*",7K miles,3 year(s),No Accidents or Damage Reported,Null,,203 torque@2000-4000rpm,170 horsepower@5600rpm,15.6 gal,"183.1"" L x 72.6"" W x 65.4"" H","107.3""",P225/65R17,"40.9""","40""",Null,"3,478 lbs",Null,25 city/30 hwy,"4-cyl, Turbo Gas, 1.5L",All Wheel Drive,Automatic,Silver/Black,None,2']
194,2020 Chevrolet Equinox LT,"$23,998*",27K miles,3 year(s),No Accidents or Damage Reported,Null,,203 torque@2000-4000rpm,170 horsepower@5600rpm,14.9 gal,"183.1"" L x 72.6"" W x 65.4"" H","107.3""",P225/65R17,"40.9""","40""",Null,"3,325 lbs",Null,26 city/31 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,Black/Black,None,2']
195,2018 Honda CR-V EX,"$22,998*",94K miles,5 year(s),,Null,1 Service Record(s) Reported,179 torque@2000rpm,190 horsepower@5600rpm,14 gal,"180.6"" L x 73"" W x 66.5"" H","104.7""",P235/60HR18,"41.3""","38""",39.2 cu ft,"3,473 lbs",Null,27 city/33 hwy,"4-cyl, Turbo Gas, 1.5L",All Wheel Drive,Automatic,Silver/Black,None,2']
