ages,accident_damages,Insurance,service_repairs,Name,Price,Mileage,torque,horsepower,fuel_capacity,dimension,wheelbase,front_tire_size,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,mile_per_gallon,engine_text,drive_type_text,transmission_text,color_ext_int,prior_use,keys
1 year(s),No Accidents or Damage Reported,Null,,2022 Jeep Gladiator Rubicon,"$46,998*",18K miles,260 torque@4400rpm,285 horsepower@6400rpm,22 gal,"218"" L x 73.8"" W x 76.1"" H","137.3""",LT285/70SR17,"41.2""","42.8""",Null,"5,050 lbs","4,500/4,500 lbs",16 city,"6-cyl, Gas, 3.6L",Null,Automatic,Gray/Black,,2']
2 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2021 Chevrolet Silverado 1500 RST,"$40,998*",51K miles,,,24 gal,"241.21"" L x 81.24"" W x 75.4"" H","156.95""",265/65R18SL,"44.53""","43.03""",Null,"4,867 lbs","11,900/11,900 lbs",19 city/22 hwy,"8-cyl, Gas, 5.3L",Four Wheel Drive,Automatic,Gray/Black,,2']
1 year(s),Hail Damage,Null,,2022 Toyota Tacoma TRD Off Road,"$37,998*",30K miles,265 torque@4600rpm,278 horsepower@6000rpm,21.1 gal,"212.3"" L x 75.2"" W x 70.6"" H","127.4""",P265/70SR16,"42.9""","39.7""",Null,"4,550 lbs","6,400/6,400 lbs",Null,"6-cyl, Gas, 3.5L",Four Wheel Drive,Automatic,Silver/Gray,,2']
Current Year,No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2023 GMC Sierra 1500 SLE,"$50,998*",1K miles,430 torque@3000rpm,310 horsepower@5600rpm,24 gal,"241.45"" L x 81.24"" W x 75.4"" H","156.98""",255/70R17,"44.53""","43.03""",Null,"4,885 lbs","12,800/12,800 lbs",20 hwy,"4-cyl, Turbo Gas, 2.7L",Four Wheel Drive,Automatic,Gray/Black,,2']
4 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,2019 Ram 1500 Classic Warlock,"$33,998*",42K miles,410 torque@3950rpm,395 horsepower@5600rpm,26 gal,"229"" L x 79.4"" W x 77.7"" H","140""",P275/60SR20,"41""","41""",Null,"5,141 lbs","4,430/4,430 lbs",15 city/21 hwy,"8-cyl, Gas, 5.7L",Four Wheel Drive,Automatic,Black/Black,,2']
6 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,2017 Nissan Titan SV,"$21,998*",101K miles,394 torque@4000rpm,390 horsepower@5800rpm,26 gal,"228.1"" L x 79.5"" W x 75.4"" H","139.8""",P265/70SR18,"41.8""","41""",Null,"5,508 lbs","9,270/9,270 lbs",15 city/21 hwy,"8-cyl, Gas, 5.6L",Rear Wheel Drive,Automatic,Gray/Black,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Ford F150 XLT,"$35,998*",47K miles,400 torque@2750rpm,325 horsepower@5000rpm,26 gal,"231.9"" L x 79.9"" W x 77.2"" H","145""",P265/70SR17,"43.9""","40.8""",Null,"4,770 lbs","5,000/5,000 lbs",19 city/24 hwy,"6-cyl, Turbo Gas, 2.7L",Four Wheel Drive,Automatic,Gray/Black,,2']
5 year(s),,Null,2 Service Record(s) Reported,2018 Ram 1500 Express,"$28,998*",74K miles,269 torque@4175rpm,305 horsepower@6400rpm,26 gal,"229"" L x 79.4"" W x 77.5"" H","140""",P265/70SR17,"41""","41""",Null,"5,171 lbs","4,410/4,410 lbs",16 city/23 hwy,"6-cyl, Gas, 3.6L",Four Wheel Drive,Automatic,Black/Gray,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Jeep Gladiator Overland,"$36,998*",50K miles,260 torque@4400rpm,285 horsepower@6400rpm,22 gal,"218"" L x 73.8"" W x 75"" H","137.3""",P255/70SR18,"41.2""","42.8""",Null,"4,720 lbs","4,000/4,000 lbs",16 city/23 hwy,"6-cyl, Gas, 3.6L",Null,Automatic,Tan/Brown,,2']
4 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2019 Ford Ranger XL,"$25,998*",75K miles,310 torque@3000rpm,270 horsepower@5500rpm,18 gal,"210.8"" L x 85.8"" W x 71.5"" H","126.8""",P255/70SR16,"43.1""","41""",Null,"4,441 lbs","3,500/3,500 lbs",20 city/24 hwy,"4-cyl, Turbo Gas, 2.3L",Four Wheel Drive,Automatic,White/Black,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 GMC Sierra 1500 SLT,"$45,998*",47K miles,383 torque@4100rpm,355 horsepower@5600rpm,24 gal,"241.25"" L x 81.24"" W x 75.4"" H","156.98""",265/65R18SL,"44.53""","43.03""",Null,"4,887 lbs","12,000/12,000 lbs",16 city/22 hwy,"8-cyl, Gas, 5.3L",Four Wheel Drive,Automatic,Black/Black,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 GMC Sierra 1500 Limited Elevation,"$43,998*",20K miles,348 torque@1500rpm,310 horsepower@5600rpm,24 gal,"231.72"" L x 81.24"" W x 75.51"" H","147.43""",275/60R20,"44.53""","43.03""",Null,"4,815 lbs","10,800/10,800 lbs",Null,"4-cyl, Turbo Gas, 2.7L",Four Wheel Drive,Automatic,Black/Black,,2']
4 year(s),,Null,,2019 Ram 1500 Classic Warlock,"$29,998*",55K miles,269 torque@4175rpm,305 horsepower@6400rpm,26 gal,"229"" L x 79.4"" W x 77.7"" H","140""",P275/60SR20,"41""","41""",Null,"5,141 lbs","4,430/4,430 lbs",16 city/23 hwy,"6-cyl, Gas, 3.6L",Four Wheel Drive,Automatic,Blue/Black,,2']
3 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2020 Jeep Gladiator Sport S,"$33,998*",28K miles,260 torque@4400rpm,285 horsepower@6400rpm,22 gal,"218"" L x 73.8"" W x 75"" H","137.3""",P245/75SR17,"41.2""","42.8""",Null,"4,650 lbs","4,000/4,000 lbs",16 city/23 hwy,"6-cyl, Gas, 3.6L",Null,Automatic,Gray/Black,,2']
2 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,2021 Ford F150 XLT,"$39,998*",28K miles,440 torque@1750rpm,250 horsepower@3250rpm,26 gal,"231.7"" L x 79.9"" W x 77.2"" H","145""",P265/70SR17,"43.9""","40.8""",Null,"4,705 lbs","8,200/8,200 lbs",20 city/27 hwy,"6-cyl, Turbo Diesel, 3.0L",Four Wheel Drive,Automatic,White/Black,,2']
3 year(s),,Null,,2020 Toyota Tacoma Limited,"$37,998*",55K miles,265 torque@4600rpm,278 horsepower@6000rpm,21.1 gal,"212.3"" L x 75.2"" W x 70.6"" H","127.4""",P265/60SR18,"42.9""","39.7""",Null,"4,480 lbs","6,400/6,400 lbs",18 city/22 hwy,"6-cyl, Gas, 3.5L",Four Wheel Drive,Automatic,Gray/Black,,2']
2 year(s),,Null,,2021 Toyota Tundra SR5,"$44,998*",32K miles,401 torque@3600rpm,381 horsepower@5600rpm,26.4 gal,"228.9"" L x 79.9"" W x 76.2"" H","145.7""",P255/70TR18,"42.5""","39.7""",Null,"5,640 lbs","9,800/9,800 lbs",13 city/17 hwy,"8-cyl, Gas, 5.7L",Four Wheel Drive,Automatic,Gray/Black,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Chevrolet Silverado 1500 Custom,"$28,998*",49K miles,305 torque@3900rpm,285 horsepower@5300rpm,24 gal,"241.21"" L x 81.24"" W x 75.35"" H","156.95""",275/60R20,"44.53""","43.03""",Null,"4,674 lbs","9,600/9,600 lbs",16 city/21 hwy,"6-cyl, Gas, 4.3L",Rear Wheel Drive,Automatic,Blue/Black,,2']
2 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2021 Ram 1500 Bighorn,"$40,998*",21K miles,410 torque@3950rpm,395 horsepower@5600rpm,26 gal,"232.9"" L x 82.1"" W x 77.6"" H","144.5""",P275/65SR18,"40.9""","40.9""",Null,"5,082 lbs","6,280/6,280 lbs",15 city/21 hwy,"8-cyl, Gas, 5.7L",Four Wheel Drive,Automatic,Black/Gray,,2']
4 year(s),,Null,,2019 Ram 1500 Bighorn,"$32,998*",43K miles,410 torque@3950rpm,395 horsepower@5600rpm,26 gal,"232.9"" L x 82.1"" W x 77.6"" H","144.5""",P275/65SR18,"40.9""","40.9""",Null,"5,232 lbs","6,280/6,280 lbs",15 city/21 hwy,"8-cyl, Gas, 5.7L",Four Wheel Drive,Automatic,Black/Gray,,2']
6 year(s),,Null,,2017 Honda Ridgeline RTL,"$22,998*",122K miles,262 torque@4700rpm,280 horsepower@6000rpm,19.5 gal,"210"" L x 78.6"" W x 70.8"" H","125.2""",P245/60HR18,"40.9""","40.1""",Null,"4,445 lbs","5,000/5,000 lbs",18 city/25 hwy,"6-cyl, Gas, 3.5L",All Wheel Drive,Automatic,Burgundy/Gray,,2']
2 year(s),,Null,,2021 Chevrolet Silverado 1500 Custom,"$34,998*",51K miles,305 torque@3900rpm,285 horsepower@5300rpm,24 gal,"231.7"" L x 81.24"" W x 75.63"" H","147.45""",275/60R20,"44.53""","43.03""",Null,"4,815 lbs","9,500/9,500 lbs",15 city/20 hwy,"6-cyl, Gas, 4.3L",Four Wheel Drive,Automatic,Black/Black,,2']
4 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,2019 Ram 1500 Laramie,"$38,998*",54K miles,410 torque@3950rpm,395 horsepower@5600rpm,26 gal,"241.8"" L x 82.1"" W x 77.5"" H","153.5""",P275/65SR18,"40.9""","40.9""",Null,"5,160 lbs","6,320/6,320 lbs",15 city/21 hwy,"8-cyl, Gas, 5.7L",Four Wheel Drive,Automatic,White/Black,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Nissan Titan PRO-4X,"$39,998*",39K miles,413 torque@4000rpm,400 horsepower@5800rpm,26 gal,"228.5"" L x 80.7"" W x 77.2"" H","139.8""",P275/70SR18,"41.8""","41""",Null,"5,824 lbs","9,210/9,210 lbs",15 city/21 hwy,"8-cyl, Gas, 5.6L",Four Wheel Drive,Automatic,Tan/Black,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 Hyundai Santa Cruz SEL Premium,"$31,998*",12K miles,311 torque@1700rpm,277 horsepower@5800rpm,17.7 gal,"195.7"" L x 75"" W x 66.7"" H","118.3""",P245/60HR18,"41.4""","40.7""",Null,"4,101 lbs","5,000/5,000 lbs",19 city/27 hwy,"4-cyl, Turbo Gas, 2.5L",All Wheel Drive,Automatic,White/Black,,2']
2 year(s),,Null,1 Service Record(s) Reported,2021 Toyota Tundra Platinum,"$54,998*",10K miles,401 torque@3600rpm,381 horsepower@5600rpm,38 gal,"228.9"" L x 79.9"" W x 76.2"" H","145.7""",P275/55HR20,"42.5""","39.7""",Null,"5,670 lbs","8,800/8,800 lbs",13 city/17 hwy,"8-cyl, Gas, 5.7L",Four Wheel Drive,Automatic,Gray/Black,,2']
5 year(s),No Accidents or Damage Reported,Null,,2018 Toyota Tundra SR5,"$35,998*",57K miles,401 torque@3600rpm,381 horsepower@5600rpm,26.4 gal,"228.9"" L x 79.9"" W x 75.8"" H","145.7""",P255/70TR18,"42.5""","39.7""",Null,"5,340 lbs","10,100/10,100 lbs",13 city/18 hwy,"8-cyl, Gas, 5.7L",Rear Wheel Drive,Automatic,Gray/Gray,,2']
2 year(s),No Accidents or Damage Reported,Null,,2021 Toyota Tacoma TRD Off Road,"$40,998*",28K miles,265 torque@4600rpm,278 horsepower@6000rpm,21.1 gal,"225.5"" L x 75.2"" W x 70.6"" H","140.6""",P265/70SR16,"42.9""","39.7""",Null,"4,550 lbs","6,400/6,400 lbs",18 city/22 hwy,"6-cyl, Gas, 3.5L",Four Wheel Drive,Automatic,Gray/Black,,2']
4 year(s),No Accidents or Damage Reported,Null,,2019 Ford F150 XL,"$33,998*",22K miles,400 torque@2750rpm,325 horsepower@5000rpm,23 gal,"231.9"" L x 79.9"" W x 77.2"" H","145""",P265/70SR17,"43.9""","40.8""",Null,"4,675 lbs","5,000/5,000 lbs",19 city/24 hwy,"6-cyl, Turbo Gas, 2.7L",Four Wheel Drive,Automatic,Burgundy/Gray,,2']
3 year(s),,Null,,2020 Ram 1500 Lonestar,"$35,998*",10K miles,410 torque@3950rpm,395 horsepower@5600rpm,26 gal,"232.9"" L x 82.1"" W x 77.5"" H","144.5""",P275/65SR18,"40.9""","40.9""",Null,"4,878 lbs","6,550/6,550 lbs",15 city/22 hwy,"8-cyl, Gas, 5.7L",Rear Wheel Drive,Automatic,Burgundy/Gray,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Ford F150 XLT,"$37,998*",15K miles,400 torque@2750rpm,325 horsepower@5000rpm,23 gal,"231.9"" L x 79.9"" W x 77.2"" H","145""",P265/70SR17,"43.9""","40.8""",Null,"4,675 lbs","5,000/5,000 lbs",19 city/24 hwy,"6-cyl, Turbo Gas, 2.7L",Four Wheel Drive,Automatic,Gray/Black,,2']
11 year(s),No Accidents or Damage Reported,Null,,2012 Ford F150 FX2,"$21,998*",129K miles,380 torque@4250rpm,360 horsepower@5500rpm,26 gal,Null,"156.5""",P265/60R18,"41.4""","41.0""",Null,"5,345 lbs",Null,15 city/21 hwy,"8-cyl, Gas, 5.0L",Rear Wheel Drive,Automatic,Red/Black,,2']
10 year(s),,Null,,2013 Honda Ridgeline RTL,"$20,998*",115K miles,247 torque@4300rpm,250 horsepower@5700rpm,22.0 gal,"206.9"" L x 77.8"" W x 71.2"" H","122.0""",P245/60TR18,"40.8""","38.7""",Null,"4,564 lbs",Null,15 city/21 hwy,"6-cyl, Gas, 3.5L",Four Wheel Drive,Automatic,Black/Black,,2']
2 year(s),No Accidents or Damage Reported,Null,,2021 Chevrolet Silverado 1500 Custom,"$35,998*",19K miles,305 torque@3900rpm,285 horsepower@5300rpm,24 gal,"231.7"" L x 81.24"" W x 75.49"" H","147.43""",275/60R20,"44.53""","43.03""",Null,"4,602 lbs","9,700/9,700 lbs",16 city/21 hwy,"6-cyl, Gas, 4.3L",Rear Wheel Drive,Automatic,Blue/Black,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 Jeep Gladiator Rubicon,"$43,998*",6K miles,260 torque@4400rpm,285 horsepower@6400rpm,22 gal,"218"" L x 73.8"" W x 76.1"" H","137.3""",LT285/70SR17,"41.2""","42.8""",Null,"5,050 lbs","4,500/4,500 lbs",16 city,"6-cyl, Gas, 3.6L",Null,Automatic,Black/Black,,2']
4 year(s),,Null,5 Service Record(s) Reported,2019 Ram 1500 Classic Tradesman,"$26,998*",30K miles,269 torque@4175rpm,305 horsepower@6400rpm,26 gal,"229"" L x 79.4"" W x 77.2"" H","140""",P265/70SR17,"41""","41""",Null,"4,877 lbs","4,660/4,660 lbs",17 city/25 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,White/Gray,,2']
9 year(s),No Accidents or Damage Reported,Null,,2014 Ford F150 FX2,"$24,998*",108K miles,380 torque@4250rpm,360 horsepower@5500rpm,26 gal,"231.8"" L x 79.2"" W x 74.8"" H","145""",P265/60SR18,"41.4""","41""",Null,"5,254 lbs","8,000/8,000 lbs",15 city/21 hwy,"8-cyl, Gas, 5.0L",Rear Wheel Drive,Automatic,Black/Black,,2']
7 year(s),,Null,2 Service Record(s) Reported,2016 Ram 1500 Bighorn,"$23,998*",117K miles,269 torque@4175rpm,305 horsepower@6400rpm,26 gal,"229"" L x 79.4"" W x 77.7"" H","140""",P275/60SR20,"41""","41""",Null,"5,142 lbs","4,450/4,450 lbs",16 city/23 hwy,"6-cyl, Gas, 3.6L",Four Wheel Drive,Automatic,Black/Gray,,2']
4 year(s),,Null,,2019 Chevrolet Silverado 1500 Custom Trail Boss,"$35,998*",57K miles,383 torque@4100rpm,355 horsepower@5600rpm,24 gal,"231.7"" L x 81.24"" W x 78.45"" H","147.5""",LT275/65R18C,"44.53""","43.03""",Null,"4,815 lbs","9,500/9,500 lbs",14 city/18 hwy,"8-cyl, Gas, 5.3L",Four Wheel Drive,Automatic,Gray/Black,,2']
Current Year,No Accidents or Damage Reported,Null,,2023 Toyota Tacoma SR,"$30,998*",4K miles,180 torque@3800rpm,159 horsepower@5200rpm,21.1 gal,"212.3"" L x 74.4"" W x 70.6"" H","127.4""",P245/75SR16,"42.9""","39.7""",Null,"3,915 lbs","3,500/3,500 lbs",Null,"4-cyl, Gas, 2.7L",Rear Wheel Drive,Automatic,White/Gray,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 Ford Ranger XLT,"$32,998*",15K miles,310 torque@3000rpm,270 horsepower@5500rpm,18 gal,"210.8"" L x 77.8"" W x 71.1"" H","126.8""",P255/65SR17,"43.1""","41""",Null,"4,232 lbs","3,500/3,500 lbs",21 city/26 hwy,"4-cyl, Turbo Gas, 2.3L",Rear Wheel Drive,Automatic,Gray/Black,,2']
2 year(s),,Null,,2021 Toyota Tacoma SR,"$31,998*",14K miles,180 torque@3800rpm,159 horsepower@5200rpm,21.1 gal,"212.3"" L x 74.4"" W x 70.6"" H","127.4""",P245/75SR16,"42.9""","39.7""",Null,"4,075 lbs","3,500/3,500 lbs",20 city/23 hwy,"4-cyl, Gas, 2.7L",Rear Wheel Drive,Automatic,Red/Gray,,2']
11 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2012 Toyota Tundra,"$25,998*",99K miles,401 torque@3600rpm,381 horsepower@5600rpm,26.4 gal,Null,"145.7""",P255/70R18,"42.5""","40.2""",Null,"5,335 lbs",Null,14 city/18 hwy,"8-cyl, Gas, 5.7L",Rear Wheel Drive,Automatic,Gray/Gray,,2']
11 year(s),,Null,,2012 Toyota Tundra,"$23,998*",111K miles,401 torque@3600rpm,381 horsepower@5600rpm,26.4 gal,Null,"145.7""",P255/70R18,"42.5""","40.2""",Null,"5,335 lbs",Null,14 city/18 hwy,"8-cyl, Gas, 5.7L",Rear Wheel Drive,Automatic,Silver/Gray,,2']
2 year(s),No Accidents or Damage Reported,Null,,2021 Ford F250 XL,"$42,998*",73K miles,,,48 gal,"266.2"" L x 80"" W x 81.3"" H","176""",LT245/75SR17,"43.9""","40.8""",Null,"6,718 lbs","12,300/12,300 lbs",Null,"8-cyl, Gas, 7.3L",Four Wheel Drive,Automatic,White/Gray,,2']
3 year(s),,Null,,2020 GMC Sierra 2500,"$43,998*",78K miles,464 torque@4000rpm,401 horsepower@5200rpm,36 gal,"250.08"" L x 81.85"" W x 79.82"" H","158.94""",LT245/75R17E,"44.53""","43.03""",Null,"6,642 lbs","18,500/18,500 lbs",Null,"8-cyl, Gas, 6.6L",Four Wheel Drive,Automatic,White/Black,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 GMC Sierra 1500 SLT,"$46,998*",39K miles,383 torque@4100rpm,355 horsepower@5600rpm,24 gal,"241.25"" L x 81.24"" W x 75.4"" H","156.98""",265/65R18SL,"44.53""","43.03""",Null,"4,887 lbs","12,000/12,000 lbs",16 city/22 hwy,"8-cyl, Gas, 5.3L",Four Wheel Drive,Automatic,Silver/Black,,2']
5 year(s),,Null,,2018 Ram 1500 Tradesman,"$24,998*",54K miles,269 torque@4175rpm,305 horsepower@6400rpm,26 gal,"229"" L x 79.4"" W x 77.2"" H","140""",P265/70SR17,"41""","41""",Null,"4,877 lbs","4,650/4,650 lbs",17 city/25 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,Gray/Black,,2']
2 year(s),,Null,,2021 Chevrolet Silverado 1500 LTZ,"$42,998*",46K miles,383 torque@4100rpm,355 horsepower@5600rpm,24 gal,"231.7"" L x 81.24"" W x 75.49"" H","147.43""",275/60R20,"44.53""","43.03""",Null,"4,602 lbs","11,500/11,500 lbs",17 city/23 hwy,"8-cyl, Gas, 5.3L",Rear Wheel Drive,Automatic,Silver/Black,,2']
10 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2013 Toyota Tacoma Prerunner,"$19,998*",117K miles,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"4-cyl, , 2.7L",Null,Automatic,Red/Gray,,2']
4 year(s),No Accidents or Damage Reported,Null,,2019 Toyota Tacoma SR5,"$32,998*",28K miles,265 torque@4600rpm,278 horsepower@6000rpm,21.1 gal,"212.3"" L x 74.4"" W x 70.6"" H","127.4""",P245/75SR16,"42.9""","39.7""",Null,"4,305 lbs","6,500/6,500 lbs",18 city/22 hwy,"6-cyl, Gas, 3.5L",Four Wheel Drive,Automatic,Gray/Gray,,2']
7 year(s),No Accidents or Damage Reported,Null,,2016 Ford F150 XLT,"$24,998*",100K miles,253 torque@4250rpm,282 horsepower@6250rpm,23 gal,"243.7"" L x 79.9"" W x 75.7"" H","157""",P245/70SR17,"43.9""","40.8""",Null,"4,572 lbs","7,600/7,600 lbs",18 city/25 hwy,"6-cyl, Gas, 3.5L",Rear Wheel Drive,Automatic,Gray/Gray,,2']
6 year(s),No Accidents or Damage Reported,Null,,2017 Nissan Frontier S,"$20,998*",44K miles,171 torque@4400rpm,152 horsepower@5200rpm,21.1 gal,"205.5"" L x 72.8"" W x 68.7"" H","125.9""",P235/75TR15,"42.4""","39.7""",Null,"3,757 lbs","3,500/3,500 lbs",17 city/23 hwy,"4-cyl, Gas, 2.5L",Rear Wheel Drive,Automatic,White/Gray,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Ford F250 King Ranch,"$80,998*",6K miles,1050 torque@1600rpm,475 horsepower@2600rpm,48 gal,"266.2"" L x 80"" W x 81.3"" H","176""",LT275/65SR18,"43.9""","40.8""",Null,"6,718 lbs","12,300/12,300 lbs",Null,"8-cyl, Turbo Diesel, 6.7L",Four Wheel Drive,Automatic,White/Brown,,2']
2 year(s),No Accidents or Damage Reported,Null,,2021 Chevrolet Silverado 1500 Custom,"$34,998*",32K miles,305 torque@3900rpm,285 horsepower@5300rpm,24 gal,"231.7"" L x 81.24"" W x 75.6"" H","147.45""",275/60R20,"44.53""","43.03""",Null,"4,598 lbs","9,700/9,700 lbs",16 city/21 hwy,"6-cyl, Gas, 4.3L",Rear Wheel Drive,Automatic,Gray/Black,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Chevrolet Colorado LT,"$24,998*",48K miles,191 torque@4400rpm,200 horsepower@6300rpm,21 gal,"212.7"" L x 74.3"" W x 70.4"" H","128.3""",255/65R17,"45.0""","41.4""",Null,"3,831 lbs","7,000/7,000 lbs",20 city/26 hwy,"4-cyl, Gas, 2.5L",Rear Wheel Drive,Automatic,White/Black,,2']
4 year(s),,Null,1 Service Record(s) Reported,2019 Ford F150 Lariat,"$39,998*",59K miles,470 torque@3500rpm,375 horsepower@5000rpm,26 gal,"243.7"" L x 79.9"" W x 77.3"" H","157""",P275/65SR18,"43.9""","40.8""",Null,"4,913 lbs","7,000/7,000 lbs",17 city/23 hwy,"6-cyl, Turbo Gas, 3.5L",Four Wheel Drive,Automatic,Gray/Black,,2']
5 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,2018 Ram 3500 Tradesman,"$52,998*",47K miles,660 torque@1500rpm,350 horsepower@2800rpm,31 gal,"237.4"" L x 79.4"" W x 79.8"" H","149.5""",LT275/70SR18,"41""","41""",Null,"6,732 lbs","11,200/11,200 lbs",Null,"6-cyl, Turbo Diesel, 6.7L",Four Wheel Drive,Automatic,White/Gray,,2']
4 year(s),,Null,,2019 Ram 1500 Classic Tradesman,"$19,998*",123K miles,269 torque@4175rpm,305 horsepower@6400rpm,26 gal,"229"" L x 79.4"" W x 77.2"" H","140""",P265/70SR17,"41""","41""",Null,"4,877 lbs","4,660/4,660 lbs",17 city/25 hwy,"6-cyl, Gas, 3.6L",Rear Wheel Drive,Automatic,Gray/Gray,,2']
2 year(s),No Accidents or Damage Reported,Null,,2021 GMC Sierra 2500,"$48,998*",35K miles,464 torque@4000rpm,401 horsepower@5200rpm,36 gal,"250.08"" L x 81.85"" W x 79.82"" H","158.94""",LT245/75R17E,"44.53""","43.03""",Null,"6,642 lbs","18,500/18,500 lbs",Null,"8-cyl, Gas, 6.6L",Four Wheel Drive,Automatic,White/Black,,2']
